ppx_accession	ppx_accession_version	organism	insdc_accessions	segment_divisions	ncbi_titles
PP_002L1MF	PP_002L1MF.1	rsv-b	MP212289	-:PAT	Sequence 51 from Patent EP3498304
PP_002L1ND	PP_002L1ND.1	rsv-b	MP389797	-:PAT	Sequence 58 from Patent WO2019209859
PP_002L1PB	PP_002L1PB.1	rsv-b	MQ088016	-:PAT	Sequence 27 from Patent EP3837277
PP_002MRF2	PP_002MRF2.1	rsv-b	OF187855	-:PAT	KR 1020210005090-A/58: CHIMERIC VECTORS
PP_003S234	PP_003S234.1	rsv-b	BD081927	-:PAT	Attenuated respiratory syncytial virus
PP_003S242	PP_003S242.1	rsv-b	BD081928	-:PAT	Attenuated respiratory syncytial virus
PP_003S250	PP_003S250.1	rsv-b	BD081929	-:PAT	Attenuated respiratory syncytial virus
PP_003S26Y	PP_003S26Y.1	rsv-b	BD081930	-:PAT	Attenuated respiratory syncytial virus
PP_003S27W	PP_003S27W.1	rsv-b	BD081931	-:PAT	Attenuated respiratory syncytial virus
PP_003S28U	PP_003S28U.1	rsv-b	BD081932	-:PAT	Attenuated respiratory syncytial virus
PP_003S29S	PP_003S29S.1	rsv-b	BD137598	-:PAT	Mutation causing attenuation of measles virus or human respiratory syncytium virus subgroup B
PP_003S2AQ	PP_003S2AQ.1	rsv-b	BD137599	-:PAT	Mutation causing attenuation of measles virus or human respiratory syncytium virus subgroup B
PP_003S2BN	PP_003S2BN.1	rsv-b	BD137600	-:PAT	Mutation causing attenuation of measles virus or human respiratory syncytium virus subgroup B
PP_003S2CL	PP_003S2CL.1	rsv-b	BD137601	-:PAT	Mutation causing attenuation of measles virus or human respiratory syncytium virus subgroup B
PP_003S2DJ	PP_003S2DJ.1	rsv-b	BD137602	-:PAT	Mutation causing attenuation of measles virus or human respiratory syncytium virus subgroup B
PP_003S2EG	PP_003S2EG.1	rsv-b	BD137603	-:PAT	Mutation causing attenuation of measles virus or human respiratory syncytium virus subgroup B
PP_003S317	PP_003S317.1	rsv-b	BD271636	-:PAT	Process for producing attenuated chimeric respiratory rash virus vaccine from cloned nucleotide sequence
PP_003S333	PP_003S333.1	rsv-b	CS382363	-:PAT	Sequence 2 from Patent EP1690940
PP_003S341	PP_003S341.1	rsv-b	DI004932	-:PAT	Mutations Responsible for Attenuation in Measles Virusor Human Respiratory Syncytial Virus Subgroup B
PP_003S35Z	PP_003S35Z.1	rsv-b	DI021137	-:PAT	Attenuated Respiratory Syncytial Viruses
PP_003S36X	PP_003S36X.1	rsv-b	DI029710	-:PAT	Mutations Responsible for Attenuation in Measles Virusor Human Respiratory Syncytial Virus Subgroup B
PP_003S37V	PP_003S37V.1	rsv-b	DI034478	-:PAT	Mutations Responsible for Attenuation in Measles Virusor Human Respiratory Syncytial Virus Subgroup B
PP_003S38T	PP_003S38T.1	rsv-b	DI036668	-:PAT	Attenuated Respiratory Syncytial Viruses
PP_003S39R	PP_003S39R.1	rsv-b	DI041162	-:PAT	Mutations Responsible for Attenuation in Measles Virusor Human Respiratory Syncytial Virus Subgroup B
PP_003S3AP	PP_003S3AP.1	rsv-b	DI047195	-:PAT	Mutations Responsible for Attenuation in Measles Virusor Human Respiratory Syncytial Virus Subgroup B
PP_003S3BM	PP_003S3BM.1	rsv-b	DI052491	-:PAT	Attenuated Respiratory Syncytial Viruses
PP_003S3CK	PP_003S3CK.1	rsv-b	DI063546	-:PAT	Attenuated Respiratory Syncytial Viruses
PP_003S3DH	PP_003S3DH.1	rsv-b	DI068990	-:PAT	Attenuated Respiratory Syncytial Viruses
PP_003S3EF	PP_003S3EF.1	rsv-b	DI070765	-:PAT	Production Of Attenuated Chimeric Respiratory Syncytial Virus Vaccines From Cloned Nucleotide Sequences
PP_003S3FD	PP_003S3FD.1	rsv-b	DI076729	-:PAT	Mutations Responsible for Attenuation in Measles Virusor Human Respiratory Syncytial Virus Subgroup B
PP_003S3GB	PP_003S3GB.1	rsv-b	DI086224	-:PAT	Attenuated Respiratory Syncytial Viruses
PP_003S3K4	PP_003S3K4.1	rsv-b	DJ400068	-:PAT	Polynucleotide for detecting RS virus
PP_003S3L2	PP_003S3L2.1	rsv-b	DJ400069	-:PAT	Polynucleotide for detecting RS virus
PP_003S3M0	PP_003S3M0.1	rsv-b	DJ400070	-:PAT	Polynucleotide for detecting RS virus
PP_003S424	PP_003S424.1	rsv-b	GM839826	-:PAT	Sequence 18 from Patent WO2008122598
PP_003S49Q	PP_003S49Q.1	rsv-b	HB981666	-:PAT	Sequence 53 from Patent EP2101173
PP_003S4AN	PP_003S4AN.1	rsv-b	HC008982	-:PAT	Sequence 53 from Patent WO2009112592
PP_003S4BL	PP_003S4BL.1	rsv-b	HV497265	-:PAT	JP 2011517397-A/51: In vitro method to determine whether a drug candidate active against a target protein is active against a variant of said protein
PP_003S4EE	PP_003S4EE.1	rsv-b	JA662463	-:PAT	Sequence 18 from Patent EP2385119
PP_003S4K3	PP_003S4K3.1	rsv-b	JA817630	-:PAT	Sequence 2 from Patent WO2012085936
PP_003SD4R	PP_003SD4R.1	rsv-b	LQ465599	-:PAT	Sequence 3 from Patent WO2016118642
PP_003SD5P	PP_003SD5P.1	rsv-b	LY661105	-:PAT	
PP_003SD9F	PP_003SD9F.1	rsv-b	MB015822	-:PAT	
PP_004CJHM	PP_004CJHM.1	rsv-b	PA647522	-:PAT	JP 2020048558-A/119: COMPOSITIONS AND METHODS FOR DETECTION OF VIRAL PATHOGENS IN SAMPLES
PP_004CJJK	PP_004CJJK.1	rsv-b	PC039661	-:PAT	JP 2020513835-A/119: COMPOSITIONS AND METHODS FOR DETECTION OF VIRAL PATHOGENS IN SAMPLES
PP_004CJKH	PP_004CJKH.1	rsv-b	PC396700	-:PAT	JP 2021523695-A/45: CHIMERIC VECTORS
PP_004CJLF	PP_004CJLF.1	rsv-b	PL092182	-:PAT	KR 1020240003760-A/34: New regulatory elements for enhancing RNA stability or mRNA translation, ZCCHC2 interacting with the same, and use thereof
PP_004CJMD	PP_004CJMD.1	rsv-b	PL092369	-:PAT	KR 1020240003761-A/34: A method of screening regulatory elements for enhancing mRNA translation, new regulatory elements according to the method, and use thereof
PP_004CJNB	PP_004CJNB.1	rsv-b	PL092556	-:PAT	KR 1020240003762-A/34: A method of screening regulatory elements for enhancing RNA stability or mRNA translation, new regulatory elements according to the method, and use thereof
PP_004CJP9	PP_004CJP9.1	rsv-b	PL189524	-:PAT	KR 1020240019791-A/2248: CIRCULAR RNA COMPOSITIONS AND METHODS
PP_004CJQ7	PP_004CJQ7.1	rsv-b	PL189879	-:PAT	KR 1020240019791-A/2603: CIRCULAR RNA COMPOSITIONS AND METHODS
PP_004CJWV	PP_004CJWV.1	rsv-b	PU635841	-:PAT	Sequence 3 from patent US 12018051 B2
PP_004FLUR	PP_004FLUR.1	rsv-b	PI449480	-:PAT	JP 2024521444-A/2248: CIRCULAR RNA COMPOSITIONS AND METHODS
PP_004FLVP	PP_004FLVP.1	rsv-b	PI449835	-:PAT	JP 2024521444-A/2603: CIRCULAR RNA COMPOSITIONS AND METHODS
PP_0071BFJ	PP_0071BFJ.1	rsv-b	QP684635	-:PAT	JP 2024054235-A/3: RECOMBINANT HUMAN/BOVINE PARAINFLUENZA VIRUS 3 (B/HPIV3) EXPRESSING A CHIMERIC RSV/BPIV3 F PROTEIN AND USES THEREOF
PP_0071BGG	PP_0071BGG.1	rsv-b	QP690903	-:PAT	JP 2024087025-A/119: COMPOSITIONS AND METHODS FOR DETECTION OF VIRAL PATHOGENS IN SAMPLES
PP_0071BHD	PP_0071BHD.1	rsv-b	QP694352	-:PAT	JP 2024087027-A/119: COMPOSITIONS AND METHODS FOR DETECTION OF VIRAL PATHOGENS IN SAMPLES
PP_0071BJB	PP_0071BJB.1	rsv-b	QP746830	-:PAT	JP 2025525390-A/2248: CIRCULAR RNA ENCODING CHIMERIC ANTIGEN RECEPTORS TARGETING BCMA
PP_0071BK9	PP_0071BK9.1	rsv-b	QP747185	-:PAT	JP 2025525390-A/2603: CIRCULAR RNA ENCODING CHIMERIC ANTIGEN RECEPTORS TARGETING BCMA
PP_0071BL7	PP_0071BL7.1	rsv-b	QP986362	-:PAT	Patent application sequence for JP 2024020214-A/58
