ppx_accession	ppx_accession_version	organism	insdc_accessions	segment_divisions	ncbi_titles
PP_003798S	PP_003798S.1	measles	HW339903	-:PAT	JP 2013216609-A/1: Recombinant Measles Virus for Cancer Therapy
PP_0037CQQ	PP_0037CQQ.1	measles	JB417419	-:PAT	Sequence 16 from Patent EP2599866
PP_0037D8N	PP_0037D8N.1	measles	JB417421	-:PAT	Sequence 18 from Patent EP2599866
PP_0037DH3	PP_0037DH3.1	measles	JB417422	-:PAT	Sequence 19 from Patent EP2599866
PP_0037J4R	PP_0037J4R.1	measles	JC241924	-:PAT	Sequence 70 from Patent EP2583974
PP_0037RT5	PP_0037RT5.1	measles	JC241926	-:PAT	Sequence 72 from Patent EP2583974
PP_0037YJG	PP_0037YJG.1	measles	FW366199	-:PAT	CELLS AND METHODOLOGY TO GENERATE NON-SEGMENTED NEGATIVE-STRAND RNA VIRUSES
PP_0037YKE	PP_0037YKE.1	measles	FW366200	-:PAT	CELLS AND METHODOLOGY TO GENERATE NON-SEGMENTED NEGATIVE-STRAND RNA VIRUSES
PP_0037YLC	PP_0037YLC.1	measles	FW366201	-:PAT	CELLS AND METHODOLOGY TO GENERATE NON-SEGMENTED NEGATIVE-STRAND RNA VIRUSES
PP_0037YMA	PP_0037YMA.1	measles	GM604322	-:PAT	Sequence 12 from Patent EP1939214
PP_0037YN8	PP_0037YN8.1	measles	GM604324	-:PAT	Sequence 14 from Patent EP1939214
PP_0037YP6	PP_0037YP6.1	measles	GM604326	-:PAT	Sequence 16 from Patent EP1939214
PP_0037Z74	PP_0037Z74.1	measles	JA773373	-:PAT	Sequence 1 from Patent EP2420242
PP_0038DW9	PP_0038DW9.1	measles	JA780189	-:PAT	Sequence 1 from Patent WO2012022495
PP_0038G2V	PP_0038G2V.1	measles	HB384544	-:PAT	Sequence 11444 from Patent WO2006110688
PP_0038G3T	PP_0038G3T.1	measles	HB384545	-:PAT	Sequence 11445 from Patent WO2006110688
PP_0038G4R	PP_0038G4R.1	measles	HC302018	-:PAT	Sequence 1 from Patent WO2009152969
PP_0038G5P	PP_0038G5P.1	measles	HC302019	-:PAT	Sequence 2 from Patent WO2009152969
PP_0038G6M	PP_0038G6M.1	measles	HC302020	-:PAT	Sequence 3 from Patent WO2009152969
PP_0038HMP	PP_0038HMP.1	measles	JB417410	-:PAT	Sequence 7 from Patent EP2599866
PP_0038HV7	PP_0038HV7.1	measles	JB417411	-:PAT	Sequence 8 from Patent EP2599866
PP_0038MD2	PP_0038MD2.1	measles	HV349307	-:PAT	JP 2011128073-A/1: Reagent for detection of anti-Measles virus antibody
PP_0038N1R	PP_0038N1R.1	measles	HV447685	-:PAT	WO 1998055627-A/1: Variant Measles virus antigen and gene encoding the same
PP_0038N99	PP_0038N99.1	measles	HV447686	-:PAT	WO 1998055627-A/2: Variant Measles virus antigen and gene encoding the same
PP_0038NHS	PP_0038NHS.1	measles	HV447687	-:PAT	WO 1998055627-A/3: Variant Measles virus antigen and gene encoding the same
PP_0038NRA	PP_0038NRA.1	measles	HV447688	-:PAT	WO 1998055627-A/4: Variant Measles virus antigen and gene encoding the same
PP_0038NZU	PP_0038NZU.1	measles	HV515138	-:PAT	JP 2011177145-A/1: Method of microcell fusion with high efficiency
PP_0038P7C	PP_0038P7C.1	measles	HV515139	-:PAT	JP 2011177145-A/2: Method of microcell fusion with high efficiency
PP_0038PXX	PP_0038PXX.1	measles	HV569635	-:PAT	WO 2012014945-A/7: Novel nucleic acid having adjuvant activity and utilization thereof
PP_0038Q5F	PP_0038Q5F.1	measles	HV569636	-:PAT	WO 2012014945-A/8: Novel nucleic acid having adjuvant activity and utilization thereof
PP_0038QMG	PP_0038QMG.1	measles	HV569644	-:PAT	WO 2012014945-A/16: Novel nucleic acid having adjuvant activity and utilization thereof
PP_0038R3J	PP_0038R3J.1	measles	HV569646	-:PAT	WO 2012014945-A/18: Novel nucleic acid having adjuvant activity and utilization thereof
PP_0038RB2	PP_0038RB2.1	measles	HV569647	-:PAT	WO 2012014945-A/19: Novel nucleic acid having adjuvant activity and utilization thereof
PP_0038T86	PP_0038T86.1	measles	HW319602	-:PAT	JP 2013176375-A/13: Virus-Like Particles as Vaccines for Paramyxovirus
PP_0038TGQ	PP_0038TGQ.1	measles	HW319603	-:PAT	JP 2013176375-A/14: Virus-Like Particles as Vaccines for Paramyxovirus
PP_0038TQ7	PP_0038TQ7.1	measles	HW319604	-:PAT	JP 2013176375-A/15: Virus-Like Particles as Vaccines for Paramyxovirus
PP_0038TYR	PP_0038TYR.1	measles	HW319605	-:PAT	JP 2013176375-A/16: Virus-Like Particles as Vaccines for Paramyxovirus
PP_0038U69	PP_0038U69.1	measles	HW319606	-:PAT	JP 2013176375-A/17: Virus-Like Particles as Vaccines for Paramyxovirus
PP_0038UET	PP_0038UET.1	measles	HW319607	-:PAT	JP 2013176375-A/18: Virus-Like Particles as Vaccines for Paramyxovirus
PP_0038UNA	PP_0038UNA.1	measles	HW319608	-:PAT	JP 2013176375-A/19: Virus-Like Particles as Vaccines for Paramyxovirus
PP_00397LZ	PP_00397LZ.1	measles	HW669893	-:PAT	JP 2013538202-A/1: ONCOLYTIC MEASLES VIRUS
PP_00397MX	PP_00397MX.1	measles	HW805503	-:PAT	JP 2015015955-A/10: CELLS AND METHODOLOGY TO GENERATE NON-SEGMENTED NEGATIVE-STRAND RNA VIRUSES
PP_00397NV	PP_00397NV.1	measles	HW805504	-:PAT	JP 2015015955-A/11: CELLS AND METHODOLOGY TO GENERATE NON-SEGMENTED NEGATIVE-STRAND RNA VIRUSES
PP_00397PT	PP_00397PT.1	measles	HW805505	-:PAT	JP 2015015955-A/12: CELLS AND METHODOLOGY TO GENERATE NON-SEGMENTED NEGATIVE-STRAND RNA VIRUSES
PP_00397UH	PP_00397UH.1	measles	HZ785298	-:PAT	WO 2016047645-A/1: Recombinant Measles Virus for Cancer Therapy
PP_003CTM5	PP_003CTM5.1	measles	MA127990	-:PAT	
PP_003CTN3	PP_003CTN3.1	measles	MA127991	-:PAT	
PP_003CTQZ	PP_003CTQZ.1	measles	MA127993	-:PAT	
PP_003CTRX	PP_003CTRX.1	measles	MP218504	-:PAT	Sequence 8 from Patent EP3492098
PP_003CTSV	PP_003CTSV.1	measles	MP218505	-:PAT	Sequence 9 from Patent EP3492098
PP_003CTUR	PP_003CTUR.1	measles	MP218507	-:PAT	Sequence 11 from Patent EP3492098
PP_003CTVP	PP_003CTVP.1	measles	MP559102	-:PAT	Sequence 2 from Patent EP3625349
PP_003CUDM	PP_003CUDM.1	measles	LP774435	-:PAT	Sequence 7 from Patent EP3269811
PP_003CUEK	PP_003CUEK.1	measles	LP774436	-:PAT	Sequence 8 from Patent EP3269811
PP_003CWTQ	PP_003CWTQ.1	measles	LP774444	-:PAT	Sequence 16 from Patent EP3269811
PP_003DGS4	PP_003DGS4.1	measles	LP774446	-:PAT	Sequence 18 from Patent EP3269811
PP_003DS0D	PP_003DS0D.1	measles	LP774447	-:PAT	Sequence 19 from Patent EP3269811
PP_003EQ29	PP_003EQ29.1	measles	LF158948	-:PAT	WO 2016088784-A/1: Adjuvant Compositions
PP_003EQAT	PP_003EQAT.1	measles	LF158951	-:PAT	WO 2016088784-A/4: Adjuvant Compositions
PP_003EQJA	PP_003EQJA.1	measles	LF158952	-:PAT	WO 2016088784-A/5: Adjuvant Compositions
PP_003ERYF	PP_003ERYF.1	measles	LF947387	-:PAT	JP 2016202113-A/21: Recombinant Measles Virus
PP_003ESEH	PP_003ESEH.1	measles	LP920966	-:PAT	Sequence 1 from Patent EP3228322
PP_003ESN0	PP_003ESN0.1	measles	LP920969	-:PAT	Sequence 4 from Patent EP3228322
PP_003ESWJ	PP_003ESWJ.1	measles	LP920970	-:PAT	Sequence 5 from Patent EP3228322
PP_003EYSL	PP_003EYSL.1	measles	LY679832	-:PAT	
PP_003EZG6	PP_003EZG6.1	measles	LY679834	-:PAT	
PP_003EZQP	PP_003EZQP.1	measles	LY679835	-:PAT	
PP_003G5RB	PP_003G5RB.1	measles	LY679837	-:PAT	
PP_003G60T	PP_003G60T.1	measles	LZ951275	-:PAT	
PP_003G6JQ	PP_003G6JQ.1	measles	MA127986	-:PAT	
PP_003GK54	PP_003GK54.1	measles	MA127988	-:PAT	
PP_003GKXK	PP_003GKXK.1	measles	LF151313	-:PAT	JP 2016108250-A/1: Adjuvant Compositions
PP_003GKYH	PP_003GKYH.1	measles	LF151316	-:PAT	JP 2016108250-A/4: Adjuvant Compositions
PP_003GKZF	PP_003GKZF.1	measles	LF151317	-:PAT	JP 2016108250-A/5: Adjuvant Compositions
PP_003GL53	PP_003GL53.1	measles	LP939506	-:PAT	Sequence 1 from Patent EP3184119
PP_003GL61	PP_003GL61.1	measles	LP940719	-:PAT	Sequence 59 from Patent EP3184118
PP_003GLAT	PP_003GLAT.1	measles	LY679827	-:PAT	
PP_003GLDM	PP_003GLDM.1	measles	LY679830	-:PAT	
PP_003GM52	PP_003GM52.1	measles	MA127983	-:PAT	
PP_003L0GS	PP_003L0GS.1	measles	MP218500	-:PAT	Sequence 4 from Patent EP3492098
PP_003L2EU	PP_003L2EU.1	measles	MP218502	-:PAT	Sequence 6 from Patent EP3492098
PP_003L3DV	PP_003L3DV.1	measles	MP218497	-:PAT	Sequence 1 from Patent EP3492098
PP_003Q8Z9	PP_003Q8Z9.1	measles	PG230789	-:PAT	JP 2023506170-A/1: MUMPS AND MEASLES VIRUS IMMUNOGENS AND THEIR USE
PP_003Q907	PP_003Q907.1	measles	PG230791	-:PAT	JP 2023506170-A/3: MUMPS AND MEASLES VIRUS IMMUNOGENS AND THEIR USE
PP_004CB4M	PP_004CB4M.1	measles	PC057557	-:PAT	JP 2020520241-A/1: MODIFIED VIRUSES
PP_004CB9B	PP_004CB9B.1	measles	PF321322	-:PAT	KR 1020230134487-A/112: RNA CONSTRUCT
PP_004CBA9	PP_004CBA9.1	measles	PF492002	-:PAT	KR 1020230147758-A/1: IMMUNE ADJUVANT FOR CANCER
PP_004CBD3	PP_004CBD3.1	measles	PF492005	-:PAT	KR 1020230147758-A/4: IMMUNE ADJUVANT FOR CANCER
PP_004CBFZ	PP_004CBFZ.1	measles	PF492007	-:PAT	KR 1020230147758-A/6: IMMUNE ADJUVANT FOR CANCER
PP_004CBHU	PP_004CBHU.1	measles	PF492009	-:PAT	KR 1020230147758-A/8: IMMUNE ADJUVANT FOR CANCER
PP_004CBJS	PP_004CBJS.1	measles	PF492010	-:PAT	KR 1020230147758-A/9: IMMUNE ADJUVANT FOR CANCER
PP_004CBLN	PP_004CBLN.1	measles	PF492012	-:PAT	KR 1020230147758-A/11: IMMUNE ADJUVANT FOR CANCER
PP_004CBML	PP_004CBML.1	measles	PH487610	-:PAT	JP 2024501085-A/82: RNA construct
PP_004CBNJ	PP_004CBNJ.1	measles	PI212812	-:PAT	JP 2024508088-A/7: ONCOLYTIC VIRUS FOR SYSTEMIC DELIVERY AND ENHANCED ANTI-TUMOR ACTIVITIES
PP_004CBRC	PP_004CBRC.1	measles	PU749277	-:PAT	Sequence 25 from patent US 12090197 B2
PP_004CBSA	PP_004CBSA.1	measles	PU749279	-:PAT	Sequence 28 from patent US 12090197 B2
PP_00718LA	PP_00718LA.1	measles	QP744842	-:PAT	JP 2025525390-A/260: CIRCULAR RNA ENCODING CHIMERIC ANTIGEN RECEPTORS TARGETING BCMA
PP_00718M8	PP_00718M8.1	measles	QP747188	-:PAT	JP 2025525390-A/2606: CIRCULAR RNA ENCODING CHIMERIC ANTIGEN RECEPTORS TARGETING BCMA
PP_00718N6	PP_00718N6.1	measles	QP910492	-:PAT	JP 2024016036-A/2: MODIFIED VIRUSES
PP_0071P3W	PP_0071P3W.1	measles	QS368918	-:PAT	WO 2024122480-A/1: Nucleic acid adjuvant
