ppx_accession	ppx_accession_version	organism	insdc_accessions	segment_divisions	ncbi_titles
PP_0017AXE	PP_0017AXE.1	rsv-a	DM156228	-:PAT	Virus-Like Particles as Vaccines for Paramyxovirus
PP_0017AYC	PP_0017AYC.1	rsv-a	DM156233	-:PAT	Virus-Like Particles as Vaccines for Paramyxovirus
PP_00182N4	PP_00182N4.1	rsv-a	GN337545	-:PAT	Sequence 1 from Patent WO2009042794
PP_0018DDC	PP_0018DDC.1	rsv-a	GN337547	-:PAT	Sequence 3 from Patent WO2009042794
PP_0018LC7	PP_0018LC7.1	rsv-a	HB384531	-:PAT	Sequence 11431 from Patent WO2006110688
PP_0018LD5	PP_0018LD5.1	rsv-a	HB384532	-:PAT	Sequence 11432 from Patent WO2006110688
PP_0018MNK	PP_0018MNK.1	rsv-a	HW525577	-:PAT	JP 2014505477-A/1: EXPRESSION OF SOLUBLE VIRAL FUSION GLYCOPROTEINS IN MAMMALIAN CELLS
PP_0018XR3	PP_0018XR3.1	rsv-a	HW319617	-:PAT	JP 2013176375-A/28: Virus-Like Particles as Vaccines for Paramyxovirus
PP_0018XS1	PP_0018XS1.1	rsv-a	HW319618	-:PAT	JP 2013176375-A/29: Virus-Like Particles as Vaccines for Paramyxovirus
PP_0018XTZ	PP_0018XTZ.1	rsv-a	HW319623	-:PAT	JP 2013176375-A/34: Virus-Like Particles as Vaccines for Paramyxovirus
PP_0018XVV	PP_0018XVV.1	rsv-a	JC008430	-:PAT	Sequence 1 from Patent EP2668282
PP_0018XWT	PP_0018XWT.1	rsv-a	JC603426	-:PAT	Sequence 1 from Patent WO2014124238
PP_0018XXR	PP_0018XXR.1	rsv-a	JC603427	-:PAT	Sequence 2 from Patent WO2014124238
PP_0018XYP	PP_0018XYP.1	rsv-a	JC603428	-:PAT	Sequence 3 from Patent WO2014124238
PP_0018XZM	PP_0018XZM.1	rsv-a	JC603429	-:PAT	Sequence 4 from Patent WO2014124238
PP_0018Y0K	PP_0018Y0K.1	rsv-a	JC603430	-:PAT	Sequence 5 from Patent WO2014124238
PP_0018Y1H	PP_0018Y1H.1	rsv-a	JD568327	-:PAT	Sequence 33 from Patent WO2015013551
PP_0018Y2F	PP_0018Y2F.1	rsv-a	JD593235	-:PAT	Sequence 4 from Patent WO2015024669
PP_0018Y3D	PP_0018Y3D.1	rsv-a	JD593236	-:PAT	Sequence 5 from Patent WO2015024669
PP_001EAJS	PP_001EAJS.1	rsv-a	MP212271	-:PAT	Sequence 33 from Patent EP3498304
PP_001EAKQ	PP_001EAKQ.1	rsv-a	MP212273	-:PAT	Sequence 35 from Patent EP3498304
PP_001EALN	PP_001EALN.1	rsv-a	MP212275	-:PAT	Sequence 37 from Patent EP3498304
PP_001EAML	PP_001EAML.1	rsv-a	MP212277	-:PAT	Sequence 39 from Patent EP3498304
PP_001EANJ	PP_001EANJ.1	rsv-a	MP212279	-:PAT	Sequence 41 from Patent EP3498304
PP_001EAPG	PP_001EAPG.1	rsv-a	MP212281	-:PAT	Sequence 43 from Patent EP3498304
PP_001EAQE	PP_001EAQE.1	rsv-a	MP212291	-:PAT	Sequence 53 from Patent EP3498304
PP_001EASA	PP_001EASA.1	rsv-a	MP389795	-:PAT	Sequence 56 from Patent WO2019209859
PP_001EAT8	PP_001EAT8.1	rsv-a	MQ087990	-:PAT	Sequence 1 from Patent EP3837277
PP_001EAU6	PP_001EAU6.1	rsv-a	MQ088014	-:PAT	Sequence 25 from Patent EP3837277
PP_001EAV4	PP_001EAV4.1	rsv-a	MQ088018	-:PAT	Sequence 29 from Patent EP3837277
PP_001GZ2Y	PP_001GZ2Y.1	rsv-a	LF642937	-:PAT	JP 2016516755-A/1: Vaccine Composition And Method Of Use
PP_001GZ3W	PP_001GZ3W.1	rsv-a	LF848104	-:PAT	JP 2016527253-A/1: CONFORMATIONALLY STABILIZED RSV PRE-FUSION F PROTEINS
PP_001GZ5S	PP_001GZ5S.1	rsv-a	LF947388	-:PAT	JP 2016202113-A/22: Recombinant Measles Virus
PP_001GZ6Q	PP_001GZ6Q.1	rsv-a	LF947389	-:PAT	JP 2016202113-A/23: Recombinant Measles Virus
PP_001GZ8L	PP_001GZ8L.1	rsv-a	LG167695	-:PAT	KR 1020150139954-A/1: VACCINE COMPOSITION AND METHOD OF USE
PP_001GZQM	PP_001GZQM.1	rsv-a	LQ227975	-:PAT	Sequence 1 from Patent EP2983708
PP_001KKBM	PP_001KKBM.1	rsv-a	MP212244	-:PAT	Sequence 6 from Patent EP3498304
PP_001KKCK	PP_001KKCK.1	rsv-a	MP212257	-:PAT	Sequence 19 from Patent EP3498304
PP_001KKDH	PP_001KKDH.1	rsv-a	MP212264	-:PAT	Sequence 26 from Patent EP3498304
PP_001KKEF	PP_001KKEF.1	rsv-a	MP212265	-:PAT	Sequence 27 from Patent EP3498304
PP_001KKFD	PP_001KKFD.1	rsv-a	MP212267	-:PAT	Sequence 29 from Patent EP3498304
PP_001KKGB	PP_001KKGB.1	rsv-a	MP212269	-:PAT	Sequence 31 from Patent EP3498304
PP_001N12H	PP_001N12H.1	rsv-a	OF187854	-:PAT	KR 1020210005090-A/56: CHIMERIC VECTORS
PP_003T45W	PP_003T45W.1	rsv-a	HW801805	-:PAT	JP 2014530010-A/8: Recombinant Nanoparticle RSV F Vaccine for Respiratory Syncytial Virus
PP_003T4CG	PP_003T4CG.1	rsv-a	AX339011	-:PAT	Sequence 1 from Patent WO0192548
PP_003T4DE	PP_003T4DE.1	rsv-a	AX339013	-:PAT	Sequence 3 from Patent WO0192548
PP_003T4FA	PP_003T4FA.1	rsv-a	BD081933	-:PAT	Nucleic acid vaccines encoding G protein of respiratory syncytial virus
PP_003T4G8	PP_003T4G8.1	rsv-a	BD081934	-:PAT	Nucleic acid vaccines encoding G protein of respiratory syncytial virus
PP_003TBPL	PP_003TBPL.1	rsv-a	BD271224	-:PAT	Nucleic acid respiratory syncytial virus vaccines
PP_003TBQJ	PP_003TBQJ.1	rsv-a	BD271225	-:PAT	Nucleic acid respiratory syncytial virus vaccines
PP_003TBRG	PP_003TBRG.1	rsv-a	BD271635	-:PAT	Process for producing attenuated chimeric respiratory rash virus vaccine from cloned nucleotide sequence
PP_003TBTC	PP_003TBTC.1	rsv-a	CS008377	-:PAT	Sequence 3 from Patent WO2005007189
PP_003TBUA	PP_003TBUA.1	rsv-a	CS382362	-:PAT	Sequence 1 from Patent EP1690940
PP_003TBV8	PP_003TBV8.1	rsv-a	CS482399	-:PAT	Sequence 1 from Patent WO2006004874
PP_003TBW6	PP_003TBW6.1	rsv-a	CS482401	-:PAT	Sequence 3 from Patent WO2006004874
PP_003TBX4	PP_003TBX4.1	rsv-a	DI018532	-:PAT	Production Of Attenuated Chimeric Respiratory Syncytial Virus Vaccines From Cloned Nucleotide Sequences
PP_003TC3S	PP_003TC3S.1	rsv-a	DI210883	-:PAT	KR 1020100109933-A/1: Recombinant RSV antigens
PP_003TC4Q	PP_003TC4Q.1	rsv-a	DI210884	-:PAT	KR 1020100109933-A/3: Recombinant RSV antigens
PP_003TC5N	PP_003TC5N.1	rsv-a	DI224388	-:PAT	KR 1020110045008-A/1: CHIMERIC RESPIRATORY SYNCYTIAL VIRUS POLYPEPTIDE ANTIGENS
PP_003TC6L	PP_003TC6L.1	rsv-a	DI230516	-:PAT	KR 1020110105780-A/1: VECTOR COMPRISING MULTIPLE HOMOLOGOUS NUCLEOTIDE SEQUENCES
PP_003TC8G	PP_003TC8G.1	rsv-a	DI231576	-:PAT	KR 1020110112328-A/1: MODIFIED RSV F PROTEINS AND METHODS OF THEIR USE
PP_003TC9E	PP_003TC9E.1	rsv-a	DI231583	-:PAT	KR 1020110112328-A/15: MODIFIED RSV F PROTEINS AND METHODS OF THEIR USE
PP_003TCAC	PP_003TCAC.1	rsv-a	DI239624	-:PAT	KR 1020120093811-A/1: VACCINE
PP_003TCBA	PP_003TCBA.1	rsv-a	DI239625	-:PAT	KR 1020120093811-A/3: VACCINE
PP_003TCC8	PP_003TCC8.1	rsv-a	DI239639	-:PAT	KR 1020120097472-A/1: RECOMBINANT RSV ANTIGENS
PP_003TCD6	PP_003TCD6.1	rsv-a	DI239640	-:PAT	KR 1020120097472-A/3: RECOMBINANT RSV ANTIGENS
PP_003TCE4	PP_003TCE4.1	rsv-a	DI440631	-:PAT	KR 1020140077169-A/1: Recombinant Nanoparticle RSV F Vaccine for Respiratory Syncytial Virus
PP_003TCF2	PP_003TCF2.1	rsv-a	DI440638	-:PAT	KR 1020140077169-A/15: Recombinant Nanoparticle RSV F Vaccine for Respiratory Syncytial Virus
PP_003TCG0	PP_003TCG0.1	rsv-a	DJ031832	-:PAT	SUBUNIT VACCINE AGAINST RESPIRATORY SYNCYTIAL VIRUS INFECTION
PP_003TCHX	PP_003TCHX.1	rsv-a	DJ400071	-:PAT	Polynucleotide for detecting RS virus
PP_003TCJV	PP_003TCJV.1	rsv-a	DJ400072	-:PAT	Polynucleotide for detecting RS virus
PP_003TDMN	PP_003TDMN.1	rsv-a	FW504936	-:PAT	Chimeric Antigens
PP_003TDNL	PP_003TDNL.1	rsv-a	FW504937	-:PAT	Chimeric Antigens
PP_003TDSC	PP_003TDSC.1	rsv-a	GM669729	-:PAT	Sequence 1 from Patent WO2008077527
PP_003TDTA	PP_003TDTA.1	rsv-a	GM839825	-:PAT	Sequence 17 from Patent WO2008122598
PP_003TE1U	PP_003TE1U.1	rsv-a	HC874182	-:PAT	Sequence 1 from Patent WO2010053883
PP_003TE2S	PP_003TE2S.1	rsv-a	HC874184	-:PAT	Sequence 3 from Patent WO2010053883
PP_003TE3Q	PP_003TE3Q.1	rsv-a	HC874186	-:PAT	Sequence 5 from Patent WO2010053883
PP_003TE4N	PP_003TE4N.1	rsv-a	HC874188	-:PAT	Sequence 7 from Patent WO2010053883
PP_003TE5L	PP_003TE5L.1	rsv-a	HC874190	-:PAT	Sequence 9 from Patent WO2010053883
PP_003TE6J	PP_003TE6J.1	rsv-a	HC874192	-:PAT	Sequence 11 from Patent WO2010053883
PP_003TE7G	PP_003TE7G.1	rsv-a	HC874194	-:PAT	Sequence 13 from Patent WO2010053883
PP_003TE8E	PP_003TE8E.1	rsv-a	HC874196	-:PAT	Sequence 15 from Patent WO2010053883
PP_003TE9C	PP_003TE9C.1	rsv-a	HC874198	-:PAT	Sequence 17 from Patent WO2010053883
PP_003TEAA	PP_003TEAA.1	rsv-a	HC874200	-:PAT	Sequence 19 from Patent WO2010053883
PP_003TEB8	PP_003TEB8.1	rsv-a	HC874202	-:PAT	Sequence 21 from Patent WO2010053883
PP_003TEC6	PP_003TEC6.1	rsv-a	HC874204	-:PAT	Sequence 23 from Patent WO2010053883
PP_003TED4	PP_003TED4.1	rsv-a	HC874206	-:PAT	Sequence 25 from Patent WO2010053883
PP_003TEE2	PP_003TEE2.1	rsv-a	HC874207	-:PAT	Sequence 26 from Patent WO2010053883
PP_003TEF0	PP_003TEF0.1	rsv-a	HC874268	-:PAT	Sequence 87 from Patent WO2010053883
PP_003TEGY	PP_003TEGY.1	rsv-a	HC874270	-:PAT	Sequence 89 from Patent WO2010053883
PP_003TEHV	PP_003TEHV.1	rsv-a	HC874271	-:PAT	Sequence 90 from Patent WO2010053883
PP_003TEJT	PP_003TEJT.1	rsv-a	HC874272	-:PAT	Sequence 91 from Patent WO2010053883
PP_003TEKR	PP_003TEKR.1	rsv-a	HC874273	-:PAT	Sequence 92 from Patent WO2010053883
PP_003TELP	PP_003TELP.1	rsv-a	HC874275	-:PAT	Sequence 94 from Patent WO2010053883
PP_003TEMM	PP_003TEMM.1	rsv-a	HC918451	-:PAT	Sequence 1 from Patent WO2010057650
PP_003TEPH	PP_003TEPH.1	rsv-a	HD068614	-:PAT	Sequence 3 from Patent EP2204188
PP_003TEV5	PP_003TEV5.1	rsv-a	HI508367	-:PAT	Sequence 1 from Patent EP2181121
PP_003TEW3	PP_003TEW3.1	rsv-a	HI508369	-:PAT	Sequence 3 from Patent EP2181121
PP_003TEX1	PP_003TEX1.2	rsv-a	HI566154	-:PAT	Sequence 1 from Patent EP2217699
PP_003TEYZ	PP_003TEYZ.2	rsv-a	HI566156	-:PAT	Sequence 3 from Patent EP2217699
PP_003TEZX	PP_003TEZX.1	rsv-a	HI645181	-:PAT	Sequence 1 from Patent EP2222710
PP_003TF0V	PP_003TF0V.1	rsv-a	HI645183	-:PAT	Sequence 3 from Patent EP2222710
PP_003TF1T	PP_003TF1T.1	rsv-a	HV553635	-:PAT	JP 2011528222-A/1: CHIMERIC ANTIGENS
PP_003TF2R	PP_003TF2R.1	rsv-a	HV753270	-:PAT	JP 2012509073-A/1: Vector comprising multiple homologous nucleotide sequences
PP_003TF4M	PP_003TF4M.1	rsv-a	HV774726	-:PAT	JP 2012511579-A/1: Modified RSV F Proteins and Methods of Their Use
PP_003TF5K	PP_003TF5K.1	rsv-a	HV774733	-:PAT	JP 2012511579-A/8: Modified RSV F Proteins and Methods of Their Use
PP_003TF6H	PP_003TF6H.1	rsv-a	HV931852	-:PAT	JP 2011507533-A/1: Recombinant RSV Vaccines
PP_003TF7F	PP_003TF7F.1	rsv-a	HV931853	-:PAT	JP 2011507533-A/2: Recombinant RSV Vaccines
PP_003TF8D	PP_003TF8D.1	rsv-a	HW071222	-:PAT	JP 2012530761-A/1: VACCINE
PP_003TF9B	PP_003TF9B.1	rsv-a	HW071223	-:PAT	JP 2012530761-A/2: VACCINE
PP_003TFA9	PP_003TFA9.1	rsv-a	HW071229	-:PAT	JP 2012530504-A/1: Recombinant RSV Antigens
PP_003TFB7	PP_003TFB7.1	rsv-a	HW071230	-:PAT	JP 2012530504-A/2: Recombinant RSV Antigens
PP_003TFC5	PP_003TFC5.1	rsv-a	HW801798	-:PAT	JP 2014530010-A/1: Recombinant Nanoparticle RSV F Vaccine for Respiratory Syncytial Virus
PP_003TFE1	PP_003TFE1.1	rsv-a	HZ164393	-:PAT	JP 2015128443-A/1: Vector comprising multiple homologous nucleotide sequences
PP_003TFHU	PP_003TFHU.1	rsv-a	HZ404791	-:PAT	JP 2015171378-A/1: Modified RSV F Proteins and Methods of Their Use
PP_003TFJS	PP_003TFJS.1	rsv-a	HZ404798	-:PAT	JP 2015171378-A/8: Modified RSV F Proteins and Methods of Their Use
PP_003TFKQ	PP_003TFKQ.1	rsv-a	HZ410249	-:PAT	JP 2015525794-A/1: METHOD FOR ELICITING IN INFANTS AN IMMUNE RESPONSE AGAINST RSV AND B. PERTUSSIS
PP_003TFLN	PP_003TFLN.1	rsv-a	HZ410250	-:PAT	JP 2015525794-A/2: METHOD FOR ELICITING IN INFANTS AN IMMUNE RESPONSE AGAINST RSV AND B. PERTUSSIS
PP_003TFML	PP_003TFML.1	rsv-a	JA249596	-:PAT	Sequence 1 from Patent WO2010149745
PP_003TFNJ	PP_003TFNJ.1	rsv-a	JA249598	-:PAT	Sequence 3 from Patent WO2010149745
PP_003TFPG	PP_003TFPG.1	rsv-a	JA250458	-:PAT	Sequence 1 from Patent WO2010149743
PP_003TFQE	PP_003TFQE.1	rsv-a	JA250460	-:PAT	Sequence 3 from Patent WO2010149743
PP_003TFRC	PP_003TFRC.1	rsv-a	JA484007	-:PAT	Sequence 1 from Patent EP2324062
PP_003TFSA	PP_003TFSA.1	rsv-a	JA484009	-:PAT	Sequence 3 from Patent EP2324062
PP_003TFT8	PP_003TFT8.1	rsv-a	JA527508	-:PAT	Sequence 1 from Patent EP2368998
PP_003TFU6	PP_003TFU6.1	rsv-a	JA607128	-:PAT	Sequence 1 from Patent EP2370099
PP_003TFV4	PP_003TFV4.1	rsv-a	JA607142	-:PAT	Sequence 15 from Patent EP2370099
PP_003TFW2	PP_003TFW2.1	rsv-a	JA662462	-:PAT	Sequence 17 from Patent EP2385119
PP_003TFZW	PP_003TFZW.1	rsv-a	JA817629	-:PAT	Sequence 1 from Patent WO2012085936
PP_003TG1S	PP_003TG1S.1	rsv-a	JA817633	-:PAT	Sequence 5 from Patent WO2012085936
PP_003TG2Q	PP_003TG2Q.1	rsv-a	JB393384	-:PAT	Sequence 1 from Patent WO2012167139
PP_003TG4L	PP_003TG4L.1	rsv-a	JB978178	-:PAT	Sequence 7 from Patent EP2678019
PP_003TG5J	PP_003TG5J.1	rsv-a	JB978179	-:PAT	Sequence 8 from Patent EP2678019
PP_003TG7E	PP_003TG7E.1	rsv-a	JC181811	-:PAT	Sequence 92 from Patent EP2408477
PP_003TG8C	PP_003TG8C.1	rsv-a	JC603868	-:PAT	Sequence 1 from Patent WO2014124423
PP_003TG9A	PP_003TG9A.1	rsv-a	JC603882	-:PAT	Sequence 15 from Patent WO2014124423
PP_003TGA8	PP_003TGA8.1	rsv-a	JC735209	-:PAT	Sequence 1 from Patent EP2760469
PP_003TGB6	PP_003TGB6.1	rsv-a	JC735223	-:PAT	Sequence 15 from Patent EP2760469
PP_003TGC4	PP_003TGC4.1	rsv-a	JD593032	-:PAT	Sequence 12 from Patent WO2015024668
PP_003TGD2	PP_003TGD2.1	rsv-a	JD593033	-:PAT	Sequence 13 from Patent WO2015024668
PP_003TGE0	PP_003TGE0.1	rsv-a	JD593034	-:PAT	Sequence 14 from Patent WO2015024668
PP_003TGFY	PP_003TGFY.1	rsv-a	JD593035	-:PAT	Sequence 15 from Patent WO2015024668
PP_003TGGW	PP_003TGGW.1	rsv-a	JD593036	-:PAT	Sequence 16 from Patent WO2015024668
PP_003TGHT	PP_003TGHT.1	rsv-a	JD593037	-:PAT	Sequence 17 from Patent WO2015024668
PP_003TGJR	PP_003TGJR.1	rsv-a	JD593038	-:PAT	Sequence 18 from Patent WO2015024668
PP_003TGKP	PP_003TGKP.1	rsv-a	JD593039	-:PAT	Sequence 19 from Patent WO2015024668
PP_003TGLM	PP_003TGLM.1	rsv-a	JD593040	-:PAT	Sequence 20 from Patent WO2015024668
PP_003TGMK	PP_003TGMK.1	rsv-a	JD593041	-:PAT	Sequence 21 from Patent WO2015024668
PP_003TGNH	PP_003TGNH.1	rsv-a	JD593042	-:PAT	Sequence 22 from Patent WO2015024668
PP_003TSLB	PP_003TSLB.1	rsv-a	LF170214	-:PAT	JP 2016513471-A/1: RECOMBINANT RSV WITH SILENT MUTATIONS, VACCINES, AND METHODS RELATED THERETO
PP_003TSUV	PP_003TSUV.1	rsv-a	LF170215	-:PAT	JP 2016513471-A/2: RECOMBINANT RSV WITH SILENT MUTATIONS, VACCINES, AND METHODS RELATED THERETO
PP_003TT1F	PP_003TT1F.1	rsv-a	LF138485	-:PAT	JP 2016509015-A/1: COMBINATION VACCINE FOR RESPIRATORY SYNCYTIAL VIRUS AND INFLUENZA
PP_003TT2D	PP_003TT2D.1	rsv-a	LF138492	-:PAT	JP 2016509015-A/8: COMBINATION VACCINE FOR RESPIRATORY SYNCYTIAL VIRUS AND INFLUENZA
PP_003TT3B	PP_003TT3B.1	rsv-a	LF170216	-:PAT	JP 2016513471-A/3: RECOMBINANT RSV WITH SILENT MUTATIONS, VACCINES, AND METHODS RELATED THERETO
PP_003TT49	PP_003TT49.1	rsv-a	LF170217	-:PAT	JP 2016513471-A/4: RECOMBINANT RSV WITH SILENT MUTATIONS, VACCINES, AND METHODS RELATED THERETO
PP_003TT57	PP_003TT57.1	rsv-a	LF170218	-:PAT	JP 2016513471-A/5: RECOMBINANT RSV WITH SILENT MUTATIONS, VACCINES, AND METHODS RELATED THERETO
PP_003TT81	PP_003TT81.1	rsv-a	LF625399	-:PAT	JP 2016128457-A/1: Recombinant RSV Antigens
PP_003TT9Z	PP_003TT9Z.1	rsv-a	LF625400	-:PAT	JP 2016128457-A/2: Recombinant RSV Antigens
PP_003TTAX	PP_003TTAX.1	rsv-a	LF848424	-:PAT	JP 2016527294-A/1: COMBINATION IMMUNOGENIC COMPOSITIONS
PP_003TTBV	PP_003TTBV.1	rsv-a	LF848425	-:PAT	JP 2016527294-A/2: COMBINATION IMMUNOGENIC COMPOSITIONS
PP_003TTCT	PP_003TTCT.1	rsv-a	LF850004	-:PAT	JP 2016527909-A/1: Respiratory syncytial virus (RSV) vaccine
PP_003TTDR	PP_003TTDR.1	rsv-a	LF850005	-:PAT	JP 2016527909-A/2: Respiratory syncytial virus (RSV) vaccine
PP_003TTEP	PP_003TTEP.1	rsv-a	LF850006	-:PAT	JP 2016527909-A/3: Respiratory syncytial virus (RSV) vaccine
PP_003TTFM	PP_003TTFM.1	rsv-a	LF850007	-:PAT	JP 2016527909-A/4: Respiratory syncytial virus (RSV) vaccine
PP_003TTGK	PP_003TTGK.1	rsv-a	LF850008	-:PAT	JP 2016527909-A/5: Respiratory syncytial virus (RSV) vaccine
PP_003TTHG	PP_003TTHG.1	rsv-a	LF850009	-:PAT	JP 2016527909-A/6: Respiratory syncytial virus (RSV) vaccine
PP_003TTJE	PP_003TTJE.1	rsv-a	LF850010	-:PAT	JP 2016527909-A/7: Respiratory syncytial virus (RSV) vaccine
PP_003TTKC	PP_003TTKC.1	rsv-a	LF850011	-:PAT	JP 2016527909-A/8: Respiratory syncytial virus (RSV) vaccine
PP_003TTLA	PP_003TTLA.1	rsv-a	LF850012	-:PAT	JP 2016527909-A/9: Respiratory syncytial virus (RSV) vaccine
PP_003TTM8	PP_003TTM8.1	rsv-a	LF850013	-:PAT	JP 2016527909-A/10: Respiratory syncytial virus (RSV) vaccine
PP_003TTN6	PP_003TTN6.1	rsv-a	LF850014	-:PAT	JP 2016527909-A/11: Respiratory syncytial virus (RSV) vaccine
PP_003TTQ2	PP_003TTQ2.1	rsv-a	LG162967	-:PAT	KR 1020150138184-A/1: Combination Vaccine for Respiratory Syncytial Virus and Influenza
PP_003TTR0	PP_003TTR0.1	rsv-a	LG162974	-:PAT	KR 1020150138184-A/15: Combination Vaccine for Respiratory Syncytial Virus and Influenza
PP_003TTSY	PP_003TTSY.1	rsv-a	LG240063	-:PAT	KR 1020160040290-A/1: COMBINATION IMMUNOGENIC COMPOSITIONS
PP_003TTTW	PP_003TTTW.1	rsv-a	LG240064	-:PAT	KR 1020160040290-A/3: COMBINATION IMMUNOGENIC COMPOSITIONS
PP_003TTUU	PP_003TTUU.1	rsv-a	LG245684	-:PAT	KR 1020160044566-A/12: Respiratory syncytial virus (RSV) vaccine
PP_003TTVS	PP_003TTVS.1	rsv-a	LG245685	-:PAT	KR 1020160044566-A/13: Respiratory syncytial virus (RSV) vaccine
PP_003TTWQ	PP_003TTWQ.1	rsv-a	LG245686	-:PAT	KR 1020160044566-A/14: Respiratory syncytial virus (RSV) vaccine
PP_003TTXN	PP_003TTXN.1	rsv-a	LG245687	-:PAT	KR 1020160044566-A/15: Respiratory syncytial virus (RSV) vaccine
PP_003TTYL	PP_003TTYL.1	rsv-a	LG245688	-:PAT	KR 1020160044566-A/16: Respiratory syncytial virus (RSV) vaccine
PP_003TTZJ	PP_003TTZJ.1	rsv-a	LG245689	-:PAT	KR 1020160044566-A/17: Respiratory syncytial virus (RSV) vaccine
PP_003TU0G	PP_003TU0G.1	rsv-a	LG245690	-:PAT	KR 1020160044566-A/18: Respiratory syncytial virus (RSV) vaccine
PP_003TU1E	PP_003TU1E.1	rsv-a	LG245691	-:PAT	KR 1020160044566-A/19: Respiratory syncytial virus (RSV) vaccine
PP_003TU2C	PP_003TU2C.1	rsv-a	LG245692	-:PAT	KR 1020160044566-A/20: Respiratory syncytial virus (RSV) vaccine
PP_003TU3A	PP_003TU3A.1	rsv-a	LG245693	-:PAT	KR 1020160044566-A/21: Respiratory syncytial virus (RSV) vaccine
PP_003TU48	PP_003TU48.1	rsv-a	LG245694	-:PAT	KR 1020160044566-A/22: Respiratory syncytial virus (RSV) vaccine
PP_003TU56	PP_003TU56.1	rsv-a	LP014662	-:PAT	Sequence 1 from Patent WO2015018806
PP_003TU64	PP_003TU64.1	rsv-a	LP014664	-:PAT	Sequence 3 from Patent WO2015018806
PP_003TU72	PP_003TU72.1	rsv-a	LQ021210	-:PAT	Sequence 1 from Patent EP2970981
PP_003TU80	PP_003TU80.1	rsv-a	LQ021211	-:PAT	Sequence 2 from Patent EP2970981
PP_003TU9Y	PP_003TU9Y.1	rsv-a	LQ021212	-:PAT	Sequence 3 from Patent EP2970981
PP_003TUAW	PP_003TUAW.1	rsv-a	LQ021213	-:PAT	Sequence 4 from Patent EP2970981
PP_003TUBU	PP_003TUBU.1	rsv-a	LQ021227	-:PAT	Sequence 18 from Patent EP2970981
PP_003TUEN	PP_003TUEN.1	rsv-a	LQ426340	-:PAT	Sequence 1 from Patent EP3067064
