ppx_accession	ppx_accession_version	organism	insdc_accessions	segment_divisions	ncbi_titles
PP_005LLDA	PP_005LLDA.1	yellow-fever	HW822067	-:PAT	JP 2015500989-A/6: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005LLG4	PP_005LLG4.1	yellow-fever	JA190478	-:PAT	Sequence 17 from Patent EP2290091
PP_005LLH1	PP_005LLH1.1	yellow-fever	JA190479	-:PAT	Sequence 18 from Patent EP2290091
PP_005LLJZ	PP_005LLJZ.1	yellow-fever	JA630638	-:PAT	Sequence 3 from Patent EP2310510
PP_005LLY5	PP_005LLY5.1	yellow-fever	JB021956	-:PAT	Sequence 7 from Patent EP2495325
PP_005LLZ3	PP_005LLZ3.1	yellow-fever	JB021957	-:PAT	Sequence 8 from Patent EP2495325
PP_005LM01	PP_005LM01.1	yellow-fever	JB021958	-:PAT	Sequence 9 from Patent EP2495325
PP_005LM1Z	PP_005LM1Z.1	yellow-fever	JB021959	-:PAT	Sequence 10 from Patent EP2495325
PP_005LM2X	PP_005LM2X.1	yellow-fever	JB021960	-:PAT	Sequence 11 from Patent EP2495325
PP_005LM3V	PP_005LM3V.1	yellow-fever	JB021961	-:PAT	Sequence 12 from Patent EP2495325
PP_005LM4T	PP_005LM4T.1	yellow-fever	JB319320	-:PAT	Sequence 1 from Patent EP2596098
PP_005LM5R	PP_005LM5R.1	yellow-fever	JB319321	-:PAT	Sequence 2 from Patent EP2596098
PP_005LM6P	PP_005LM6P.1	yellow-fever	JB319328	-:PAT	Sequence 9 from Patent EP2596098
PP_005LM7M	PP_005LM7M.1	yellow-fever	JB319329	-:PAT	Sequence 10 from Patent EP2596098
PP_005LM8K	PP_005LM8K.1	yellow-fever	JB319330	-:PAT	Sequence 11 from Patent EP2596098
PP_005LM9H	PP_005LM9H.1	yellow-fever	JB319331	-:PAT	Sequence 12 from Patent EP2596098
PP_005LMAF	PP_005LMAF.1	yellow-fever	JB319334	-:PAT	Sequence 15 from Patent EP2596098
PP_005LMBD	PP_005LMBD.1	yellow-fever	JC303438	-:PAT	Sequence 8 from Patent WO2013083847
PP_005LPUA	PP_005LPUA.1	yellow-fever	LF621699	-:PAT	JP 2015517649-A/6: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005LPV8	PP_005LPV8.1	yellow-fever	LG018113	-:PAT	KR 1020150016941-A/8: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005LPW6	PP_005LPW6.1	yellow-fever	LG065588	-:PAT	KR 1020150067801-A/1: A PRODUCTION METHOD OF YELLOW FEVER VIRUS LIKE PARTICLES USING DROSOPHILA EXPRESSION SYSTEM
PP_005LPX4	PP_005LPX4.1	yellow-fever	LG065589	-:PAT	KR 1020150067801-A/2: A PRODUCTION METHOD OF YELLOW FEVER VIRUS LIKE PARTICLES USING DROSOPHILA EXPRESSION SYSTEM
PP_005LPY2	PP_005LPY2.1	yellow-fever	LP010436	-:PAT	Sequence 3 from Patent EP2977457
PP_005LQ2U	PP_005LQ2U.1	yellow-fever	LP837229	-:PAT	Sequence 76 from Patent WO2017109223
PP_005LQ3S	PP_005LQ3S.1	yellow-fever	LP837643	-:PAT	Sequence 8 from Patent WO2017109229
PP_005LQ4Q	PP_005LQ4Q.1	yellow-fever	LP944238	-:PAT	Sequence 31 from Patent EP3202897
PP_005LQE4	PP_005LQE4.1	yellow-fever	LP967331	-:PAT	Sequence 28 from Patent EP3194595
PP_005LQG0	PP_005LQG0.1	yellow-fever	LP981866	-:PAT	Sequence 76 from Patent WO2017109224
PP_005LQHX	PP_005LQHX.1	yellow-fever	LQ460610	-:PAT	Sequence 3 from Patent EP3061826
PP_005LQJV	PP_005LQJV.1	yellow-fever	LQ460624	-:PAT	Sequence 17 from Patent EP3061826
PP_005LQLR	PP_005LQLR.1	yellow-fever	LQ564352	-:PAT	Sequence 3 from Patent WO2016135675
PP_005LQMP	PP_005LQMP.1	yellow-fever	LQ564366	-:PAT	Sequence 17 from Patent WO2016135675
PP_005LQPK	PP_005LQPK.1	yellow-fever	LQ868217	-:PAT	Sequence 65 from Patent EP3364950
PP_005LQQH	PP_005LQQH.1	yellow-fever	LQ868218	-:PAT	Sequence 66 from Patent EP3364950
PP_005LQRF	PP_005LQRF.1	yellow-fever	LQ868219	-:PAT	Sequence 67 from Patent EP3364950
PP_005LQSD	PP_005LQSD.1	yellow-fever	LQ868220	-:PAT	Sequence 68 from Patent EP3364950
PP_005LQTB	PP_005LQTB.1	yellow-fever	LQ868221	-:PAT	Sequence 69 from Patent EP3364950
PP_005LQU9	PP_005LQU9.1	yellow-fever	LQ868222	-:PAT	Sequence 70 from Patent EP3364950
PP_005LQV7	PP_005LQV7.1	yellow-fever	LQ868223	-:PAT	Sequence 71 from Patent EP3364950
PP_005LQW5	PP_005LQW5.1	yellow-fever	LQ868224	-:PAT	Sequence 72 from Patent EP3364950
PP_005LQX3	PP_005LQX3.1	yellow-fever	LQ868225	-:PAT	Sequence 73 from Patent EP3364950
PP_005LQY1	PP_005LQY1.1	yellow-fever	LQ868226	-:PAT	Sequence 74 from Patent EP3364950
PP_005LQZZ	PP_005LQZZ.1	yellow-fever	LQ868233	-:PAT	Sequence 81 from Patent EP3364950
PP_005LR0X	PP_005LR0X.1	yellow-fever	LQ868234	-:PAT	Sequence 82 from Patent EP3364950
PP_005LR1V	PP_005LR1V.1	yellow-fever	LQ868235	-:PAT	Sequence 83 from Patent EP3364950
PP_005LR2T	PP_005LR2T.1	yellow-fever	LQ868236	-:PAT	Sequence 84 from Patent EP3364950
PP_005LR3R	PP_005LR3R.1	yellow-fever	LQ868237	-:PAT	Sequence 85 from Patent EP3364950
PP_005LR4P	PP_005LR4P.1	yellow-fever	LQ868238	-:PAT	Sequence 86 from Patent EP3364950
PP_005LR5M	PP_005LR5M.1	yellow-fever	LQ868239	-:PAT	Sequence 87 from Patent EP3364950
PP_005LR6K	PP_005LR6K.1	yellow-fever	LQ868240	-:PAT	Sequence 88 from Patent EP3364950
PP_005LR7H	PP_005LR7H.1	yellow-fever	LQ868241	-:PAT	Sequence 89 from Patent EP3364950
PP_005LR8F	PP_005LR8F.1	yellow-fever	LQ868242	-:PAT	Sequence 90 from Patent EP3364950
PP_005LR9D	PP_005LR9D.1	yellow-fever	LY683279	-:PAT	
PP_005LRAB	PP_005LRAB.1	yellow-fever	LY683293	-:PAT	
PP_005LRB9	PP_005LRB9.1	yellow-fever	LY720048	-:PAT	
PP_005LRC7	PP_005LRC7.1	yellow-fever	LY720056	-:PAT	
PP_005LRD5	PP_005LRD5.1	yellow-fever	LY720078	-:PAT	
PP_005LRE3	PP_005LRE3.1	yellow-fever	MA388208	-:PAT	
PP_005LRF1	PP_005LRF1.1	yellow-fever	MA388216	-:PAT	
PP_005LRSC	PP_005LRSC.1	yellow-fever	MA989712	-:PAT	
PP_005M50F	PP_005M50F.1	yellow-fever	MP508157	-:PAT	Sequence 126 from Patent EP3606552
PP_005M51D	PP_005M51D.1	yellow-fever	MP508158	-:PAT	Sequence 127 from Patent EP3606552
PP_005M9YE	PP_005M9YE.1	yellow-fever	OF120366	-:PAT	KR 1020200140292-A/1: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005M9ZC	PP_005M9ZC.1	yellow-fever	OF120367	-:PAT	KR 1020200140292-A/2: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005MA0A	PP_005MA0A.1	yellow-fever	OF120368	-:PAT	KR 1020200140292-A/3: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005MA18	PP_005MA18.1	yellow-fever	OF120369	-:PAT	KR 1020200140292-A/4: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005MA26	PP_005MA26.1	yellow-fever	OF120370	-:PAT	KR 1020200140292-A/5: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005MA34	PP_005MA34.1	yellow-fever	OF120371	-:PAT	KR 1020200140292-A/6: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005MA42	PP_005MA42.1	yellow-fever	OF120372	-:PAT	KR 1020200140292-A/7: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005MA50	PP_005MA50.1	yellow-fever	OF120373	-:PAT	KR 1020200140292-A/8: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005MA6Y	PP_005MA6Y.1	yellow-fever	OF120380	-:PAT	KR 1020200140292-A/17: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005MA7W	PP_005MA7W.1	yellow-fever	OF120381	-:PAT	KR 1020200140292-A/18: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005MA8U	PP_005MA8U.1	yellow-fever	OF375887	-:PAT	KR 1020220054225-A/1: Vaccine composition for reducing the size or volume of the target tissue comprising genetic material encoding for foreign antigen or Kit
PP_005N1N6	PP_005N1N6.1	yellow-fever	PB147408	-:PAT	JP 2019521143-A/1: COMPOSITIONS AND METHODS FOR FLAVIVIRUS VACCINATION
PP_005N1P4	PP_005N1P4.1	yellow-fever	PB147422	-:PAT	JP 2019521143-A/15: COMPOSITIONS AND METHODS FOR FLAVIVIRUS VACCINATION
PP_005N1Q2	PP_005N1Q2.1	yellow-fever	PC365265	-:PAT	JP 2021520384-A/1: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005N1R0	PP_005N1R0.1	yellow-fever	PC365266	-:PAT	JP 2021520384-A/2: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005N1SY	PP_005N1SY.1	yellow-fever	PC365267	-:PAT	JP 2021520384-A/3: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005N1TW	PP_005N1TW.1	yellow-fever	PC365268	-:PAT	JP 2021520384-A/4: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005N1UU	PP_005N1UU.1	yellow-fever	PC365269	-:PAT	JP 2021520384-A/5: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005N1VS	PP_005N1VS.1	yellow-fever	PC365270	-:PAT	JP 2021520384-A/6: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005N1WQ	PP_005N1WQ.1	yellow-fever	PC365271	-:PAT	JP 2021520384-A/7: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005N1XN	PP_005N1XN.1	yellow-fever	PC365272	-:PAT	JP 2021520384-A/8: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005N1YL	PP_005N1YL.1	yellow-fever	PC365279	-:PAT	JP 2021520384-A/15: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005N1ZJ	PP_005N1ZJ.1	yellow-fever	PC365280	-:PAT	JP 2021520384-A/16: LIVE-ATTENUATED YELLOW FEVER VIRUS STRAIN ADAPTED TO GROW ON VERO CELLS AND VACCINE COMPOSITION COMPRISING THE SAME
PP_005N22C	PP_005N22C.1	yellow-fever	PD222963	-:PAT	JP 2022513602-A/116: CRISPR SYSTEM BASED DROPLET DIAGNOSTIC SYSTEMS AND METHODS
PP_005N256	PP_005N256.1	yellow-fever	PF155548	-:PAT	KR 1020230151488-A/1: Composition for reducing the size or volume of the target tissue or a kit comprising thereof
PP_005N264	PP_005N264.1	yellow-fever	PF155549	-:PAT	KR 1020230151488-A/2: Composition for reducing the size or volume of the target tissue or a kit comprising thereof
PP_005N272	PP_005N272.1	yellow-fever	PI034261	-:PAT	JP 2023546603-A/1: Vaccine composition for reducing the size or volume of the target tissue comprising genetic material encoding for foreign antigen or Kit
PP_005N280	PP_005N280.1	yellow-fever	PI205089	-:PAT	JP 2024501984-A/4: Attenuated virus of a flavivirus virus and the use thereof
PP_005N29Y	PP_005N29Y.1	yellow-fever	PL092202	-:PAT	KR 1020240003760-A/54: New regulatory elements for enhancing RNA stability or mRNA translation, ZCCHC2 interacting with the same, and use thereof
PP_005N2AW	PP_005N2AW.1	yellow-fever	PL092389	-:PAT	KR 1020240003761-A/54: A method of screening regulatory elements for enhancing mRNA translation, new regulatory elements according to the method, and use thereof
PP_005N2BU	PP_005N2BU.1	yellow-fever	PL092576	-:PAT	KR 1020240003762-A/54: A method of screening regulatory elements for enhancing RNA stability or mRNA translation, new regulatory elements according to the method, and use thereof
PP_0071DDL	PP_0071DDL.1	yellow-fever	QP768908	-:PAT	JP 2025508605-A/8: NEXT GENERATION MRNA VACCINES
PP_0071DEJ	PP_0071DEJ.1	yellow-fever	QP768909	-:PAT	JP 2025508605-A/9: NEXT GENERATION MRNA VACCINES
PP_0071DFG	PP_0071DFG.1	yellow-fever	QP768943	-:PAT	JP 2025508605-A/43: NEXT GENERATION MRNA VACCINES
PP_0071DGE	PP_0071DGE.1	yellow-fever	QP768944	-:PAT	JP 2025508605-A/44: NEXT GENERATION MRNA VACCINES
