ppx_accession	ppx_accession_version	organism	insdc_accessions	segment_divisions	ncbi_titles
PP_00552BV	PP_00552BV.1	dengue	DI211240	-:PAT	KR 1020100103677-A/1: NOVEL VACCINES AGAINST MULTIPLE SUBTYPES OF DENGUE VIRUS
PP_00552CT	PP_00552CT.1	dengue	DI211241	-:PAT	KR 1020100103677-A/2: NOVEL VACCINES AGAINST MULTIPLE SUBTYPES OF DENGUE VIRUS
PP_00552DR	PP_00552DR.1	dengue	DI211242	-:PAT	KR 1020100103677-A/3: NOVEL VACCINES AGAINST MULTIPLE SUBTYPES OF DENGUE VIRUS
PP_00552EP	PP_00552EP.1	dengue	DI211243	-:PAT	KR 1020100103677-A/4: NOVEL VACCINES AGAINST MULTIPLE SUBTYPES OF DENGUE VIRUS
PP_00552M8	PP_00552M8.1	dengue	DI367747	-:PAT	KR 1020130100026-A/3: DENGUE VIRUS CAPSID PROTEIN WHICH INDUCES A PROTECTIVE RESPONSE AND PHARMACEUTICAL COMPOSITION
PP_00552N6	PP_00552N6.1	dengue	DI367748	-:PAT	KR 1020130100026-A/4: DENGUE VIRUS CAPSID PROTEIN WHICH INDUCES A PROTECTIVE RESPONSE AND PHARMACEUTICAL COMPOSITION
PP_00552P4	PP_00552P4.1	dengue	DI367750	-:PAT	KR 1020130100026-A/7: DENGUE VIRUS CAPSID PROTEIN WHICH INDUCES A PROTECTIVE RESPONSE AND PHARMACEUTICAL COMPOSITION
PP_00552SY	PP_00552SY.1	dengue	DI367753	-:PAT	KR 1020130100026-A/10: DENGUE VIRUS CAPSID PROTEIN WHICH INDUCES A PROTECTIVE RESPONSE AND PHARMACEUTICAL COMPOSITION
PP_00552TW	PP_00552TW.1	dengue	DI367754	-:PAT	KR 1020130100026-A/12: DENGUE VIRUS CAPSID PROTEIN WHICH INDUCES A PROTECTIVE RESPONSE AND PHARMACEUTICAL COMPOSITION
PP_00552WQ	PP_00552WQ.1	dengue	DI367757	-:PAT	KR 1020130100026-A/15: DENGUE VIRUS CAPSID PROTEIN WHICH INDUCES A PROTECTIVE RESPONSE AND PHARMACEUTICAL COMPOSITION
PP_00552XN	PP_00552XN.1	dengue	DI387428	-:PAT	KR 1020130138789-A/1: RECOMBINANT SUBUNIT DENGUE VIRUS VACCINE
PP_00552YL	PP_00552YL.1	dengue	DI387429	-:PAT	KR 1020130138789-A/2: RECOMBINANT SUBUNIT DENGUE VIRUS VACCINE
PP_00552ZJ	PP_00552ZJ.1	dengue	DI387430	-:PAT	KR 1020130138789-A/3: RECOMBINANT SUBUNIT DENGUE VIRUS VACCINE
PP_005530G	PP_005530G.1	dengue	DI387431	-:PAT	KR 1020130138789-A/4: RECOMBINANT SUBUNIT DENGUE VIRUS VACCINE
PP_005531E	PP_005531E.1	dengue	DI401605	-:PAT	KR 1020140006119-A/1: DENGUE SEROTYPE 1 ATTENUATED STRAIN
PP_005532C	PP_005532C.1	dengue	DI401606	-:PAT	KR 1020140006119-A/2: DENGUE SEROTYPE 1 ATTENUATED STRAIN
PP_005533A	PP_005533A.1	dengue	DI401607	-:PAT	KR 1020140006119-A/3: DENGUE SEROTYPE 1 ATTENUATED STRAIN
PP_0055348	PP_0055348.1	dengue	DI401644	-:PAT	KR 1020140006119-A/40: DENGUE SEROTYPE 1 ATTENUATED STRAIN
PP_0055356	PP_0055356.1	dengue	DI401645	-:PAT	KR 1020140006119-A/42: DENGUE SEROTYPE 1 ATTENUATED STRAIN
PP_0055364	PP_0055364.1	dengue	DI401646	-:PAT	KR 1020140006119-A/43: DENGUE SEROTYPE 1 ATTENUATED STRAIN
PP_0055372	PP_0055372.1	dengue	DI401647	-:PAT	KR 1020140006119-A/44: DENGUE SEROTYPE 1 ATTENUATED STRAIN
PP_0055380	PP_0055380.1	dengue	DI402998	-:PAT	KR 1020140019034-A/1: DENGUE SEROTYPE 2 ATTENUATED STRAIN
PP_005539Y	PP_005539Y.1	dengue	DI402999	-:PAT	KR 1020140019034-A/3: DENGUE SEROTYPE 2 ATTENUATED STRAIN
PP_00553AW	PP_00553AW.1	dengue	DI403032	-:PAT	KR 1020140019034-A/38: DENGUE SEROTYPE 2 ATTENUATED STRAIN
PP_00553BU	PP_00553BU.1	dengue	DI403033	-:PAT	KR 1020140019034-A/39: DENGUE SEROTYPE 2 ATTENUATED STRAIN
PP_00553CS	PP_00553CS.1	dengue	DI403034	-:PAT	KR 1020140019034-A/40: DENGUE SEROTYPE 2 ATTENUATED STRAIN
PP_00553DQ	PP_00553DQ.1	dengue	DI403035	-:PAT	KR 1020140019034-A/41: DENGUE SEROTYPE 2 ATTENUATED STRAIN
PP_00553EN	PP_00553EN.1	dengue	DI403036	-:PAT	KR 1020140019034-A/42: DENGUE SEROTYPE 2 ATTENUATED STRAIN
PP_00553FL	PP_00553FL.1	dengue	DI450447	-:PAT	KR 1020140113937-A/3: MULTIPLEX IMMUNO SCREENING ASSAY
PP_00553GJ	PP_00553GJ.1	dengue	DI450448	-:PAT	KR 1020140113937-A/4: MULTIPLEX IMMUNO SCREENING ASSAY
PP_00553HF	PP_00553HF.1	dengue	DI450449	-:PAT	KR 1020140113937-A/5: MULTIPLEX IMMUNO SCREENING ASSAY
PP_00553JD	PP_00553JD.1	dengue	DI450450	-:PAT	KR 1020140113937-A/6: MULTIPLEX IMMUNO SCREENING ASSAY
PP_00553KB	PP_00553KB.1	dengue	DI481942	-:PAT	KR 1020140127282-A/26: SIGNAL ENCODING AND DECODING IN MULTIPLEXED BIOCHEMICAL ASSAYS
PP_00553N5	PP_00553N5.1	dengue	DJ359533	-:PAT	OLIGONUCLEOTIDE ANALOG AND METHOD FOR TREATING FLAVIVIRUS INFECTIONS
PP_00553P3	PP_00553P3.1	dengue	DJ359534	-:PAT	OLIGONUCLEOTIDE ANALOG AND METHOD FOR TREATING FLAVIVIRUS INFECTIONS
PP_00553Q1	PP_00553Q1.1	dengue	DL138662	-:PAT	COMPOSITIONS FOR USE IN IDENTIFICATION OF VIRAL HEMORRHAGIC FEVER VIRUSES
PP_00553RZ	PP_00553RZ.1	dengue	DL180618	-:PAT	Flavivirus Recombinant Poxvirus Vaccine
PP_0055471	PP_0055471.1	dengue	DM140252	-:PAT	Dengue Serotype 1 attenuated Strain
PP_005548Z	PP_005548Z.1	dengue	DM140253	-:PAT	Dengue Serotype 1 attenuated Strain
PP_005549X	PP_005549X.1	dengue	DM140254	-:PAT	Dengue Serotype 1 attenuated Strain
PP_00554AV	PP_00554AV.1	dengue	DM140291	-:PAT	Dengue Serotype 1 attenuated Strain
PP_00554BT	PP_00554BT.1	dengue	DM140292	-:PAT	Dengue Serotype 1 attenuated Strain
PP_00554CR	PP_00554CR.1	dengue	DM140293	-:PAT	Dengue Serotype 1 attenuated Strain
PP_00554DP	PP_00554DP.1	dengue	DM140294	-:PAT	Dengue Serotype 1 attenuated Strain
PP_00554EM	PP_00554EM.1	dengue	DM140295	-:PAT	Dengue Serotype 2 attenuated Strain
PP_00554FK	PP_00554FK.1	dengue	DM140296	-:PAT	Dengue Serotype 2 attenuated Strain
PP_00554GH	PP_00554GH.1	dengue	DM140331	-:PAT	Dengue Serotype 2 attenuated Strain
PP_00554HE	PP_00554HE.1	dengue	DM140332	-:PAT	Dengue Serotype 2 attenuated Strain
PP_00554JC	PP_00554JC.1	dengue	DM140333	-:PAT	Dengue Serotype 2 attenuated Strain
PP_00554KA	PP_00554KA.1	dengue	DM140334	-:PAT	Dengue Serotype 2 attenuated Strain
PP_00554L8	PP_00554L8.1	dengue	DM140335	-:PAT	Dengue Serotype 2 attenuated Strain
PP_00554Q0	PP_00554Q0.1	dengue	DM165456	-:PAT	The capsid protein of Dengue virus inducer of a protective immune response and pharmaceutical composition
PP_00554RY	PP_00554RY.1	dengue	DM165457	-:PAT	The capsid protein of Dengue virus inducer of a protective immune response and pharmaceutical composition
PP_00554SW	PP_00554SW.1	dengue	DM165459	-:PAT	The capsid protein of Dengue virus inducer of a protective immune response and pharmaceutical composition
PP_00554VQ	PP_00554VQ.1	dengue	DM165462	-:PAT	The capsid protein of Dengue virus inducer of a protective immune response and pharmaceutical composition
PP_00554WN	PP_00554WN.1	dengue	DM165463	-:PAT	The capsid protein of Dengue virus inducer of a protective immune response and pharmaceutical composition
PP_00554ZG	PP_00554ZG.1	dengue	DM165466	-:PAT	The capsid protein of Dengue virus inducer of a protective immune response and pharmaceutical composition
PP_005550E	PP_005550E.1	dengue	DM460984	-:PAT	METHODS AND PROTEINS FOR THE PROPHYLACTIC AND/OR THERAPEUTIC TREATMENT OF FOUR SEROTYPES OF DENGUE VIRUS AND OTHER FLAVIVIRUSES
PP_005552A	PP_005552A.1	dengue	DM460989	-:PAT	METHODS AND PROTEINS FOR THE PROPHYLACTIC AND/OR THERAPEUTIC TREATMENT OF FOUR SEROTYPES OF DENGUE VIRUS AND OTHER FLAVIVIRUSES
PP_00569CJ	PP_00569CJ.1	dengue	FV537266	-:PAT	Modified Microbial Nucleic Acid
PP_0056BMX	PP_0056BMX.1	dengue	E01582	-:PAT	cDNA encoding envelop protein of dengue virus type3
PP_0056BVF	PP_0056BVF.1	dengue	FV537267	-:PAT	Modified Microbial Nucleic Acid
PP_0056CK0	PP_0056CK0.1	dengue	FW366602	-:PAT	Method of Immunization against the 4 serotypes of Dengue fever
PP_0056CTJ	PP_0056CTJ.1	dengue	FW366603	-:PAT	Method of Immunization against the 4 serotypes of Dengue fever
PP_0056D12	PP_0056D12.1	dengue	GM059692	-:PAT	Sequence 2 from Patent WO2008065315
PP_0056QFX	PP_0056QFX.1	dengue	HV317819	-:PAT	JP 2010505801-A/2: Method of immunization against the 4 dengue serotypes
PP_0057MPF	PP_0057MPF.1	dengue	FB667398	-:PAT	Sequence 1 from Patent WO2007141259
PP_0057MW1	PP_0057MW1.1	dengue	FB667399	-:PAT	Sequence 2 from Patent WO2007141259
PP_0057P98	PP_0057P98.1	dengue	FB667400	-:PAT	Sequence 3 from Patent WO2007141259
PP_0057PGU	PP_0057PGU.1	dengue	FB667402	-:PAT	Sequence 5 from Patent WO2007141259
PP_0057QDZ	PP_0057QDZ.1	dengue	FB667403	-:PAT	Sequence 6 from Patent WO2007141259
PP_0057T3G	PP_0057T3G.1	dengue	FB667404	-:PAT	Sequence 7 from Patent WO2007141259
PP_0057WXQ	PP_0057WXQ.1	dengue	FB730116	-:PAT	Sequence 1 from Patent WO2008007021
PP_0057X4A	PP_0057X4A.1	dengue	FB730117	-:PAT	Sequence 2 from Patent WO2008007021
PP_0059FC6	PP_0059FC6.1	dengue	FU267586	-:PAT	Chimeric Dengue viruses
PP_0059FHV	PP_0059FHV.1	dengue	FW503158	-:PAT	Attenuated Viruses Useful For Vaccines
PP_0059FJT	PP_0059FJT.1	dengue	GM009079	-:PAT	Sequence 1 from Patent WO2008047023
PP_0059FKR	PP_0059FKR.1	dengue	GM009080	-:PAT	Sequence 2 from Patent WO2008047023
PP_0059FLP	PP_0059FLP.1	dengue	GM009353	-:PAT	Sequence 1 from Patent WO2008022196
PP_0059FMM	PP_0059FMM.1	dengue	GM009354	-:PAT	Sequence 2 from Patent WO2008022196
PP_0059FNK	PP_0059FNK.1	dengue	GM009355	-:PAT	Sequence 3 from Patent WO2008022196
PP_0059FPH	PP_0059FPH.1	dengue	GM009356	-:PAT	Sequence 4 from Patent WO2008022196
PP_0059FQF	PP_0059FQF.1	dengue	GM009357	-:PAT	Sequence 5 from Patent WO2008022196
PP_0059FRD	PP_0059FRD.1	dengue	GM059691	-:PAT	Sequence 1 from Patent WO2008065315
PP_005ATJD	PP_005ATJD.1	dengue	HC070477	-:PAT	Sequence 20 from Patent WO2009130261
PP_005ATKB	PP_005ATKB.1	dengue	HC070480	-:PAT	Sequence 23 from Patent WO2009130261
PP_005ATL9	PP_005ATL9.1	dengue	HC070483	-:PAT	Sequence 26 from Patent WO2009130261
PP_005AWCP	PP_005AWCP.1	dengue	HI660306	-:PAT	Sequence 4 from Patent EP2234624
PP_005AX1A	PP_005AX1A.1	dengue	HH961660	-:PAT	Sequence 3 from Patent EP1601947
PP_005AX28	PP_005AX28.1	dengue	HH961661	-:PAT	Sequence 4 from Patent EP1601947
PP_005AX36	PP_005AX36.1	dengue	HH961666	-:PAT	Sequence 9 from Patent EP1601947
PP_005AX44	PP_005AX44.1	dengue	HH961668	-:PAT	Sequence 11 from Patent EP1601947
PP_005AX52	PP_005AX52.1	dengue	HI553375	-:PAT	Sequence 33 from Patent EP2139515
PP_005AX60	PP_005AX60.1	dengue	HI660303	-:PAT	Sequence 1 from Patent EP2234624
PP_005AX7Y	PP_005AX7Y.1	dengue	HI660304	-:PAT	Sequence 2 from Patent EP2234624
PP_005AX8W	PP_005AX8W.1	dengue	HI660305	-:PAT	Sequence 3 from Patent EP2234624
PP_005AY51	PP_005AY51.1	dengue	HV331857	-:PAT	JP 2011509659-A/1: Novel Vaccines Against Multiple Subtypes of Dengue Virus
PP_005AYM2	PP_005AYM2.1	dengue	HV331858	-:PAT	JP 2011509659-A/2: Novel Vaccines Against Multiple Subtypes of Dengue Virus
PP_005AYVL	PP_005AYVL.1	dengue	HV331859	-:PAT	JP 2011509659-A/3: Novel Vaccines Against Multiple Subtypes of Dengue Virus
PP_005AZ34	PP_005AZ34.1	dengue	HV331860	-:PAT	JP 2011509659-A/4: Novel Vaccines Against Multiple Subtypes of Dengue Virus
PP_005BD3N	PP_005BD3N.1	dengue	HV311335	-:PAT	JP 2010042015-A/30: OLIGONUCLEOTIDE ANALOG AND METHOD FOR TREATING FLAVIVIRUS INFECTIONS
PP_005BDU5	PP_005BDU5.1	dengue	HV311336	-:PAT	JP 2010042015-A/31: OLIGONUCLEOTIDE ANALOG AND METHOD FOR TREATING FLAVIVIRUS INFECTIONS
PP_005BE0T	PP_005BE0T.1	dengue	HV317818	-:PAT	JP 2010505801-A/1: Method of immunization against the 4 dengue serotypes
PP_005BEV2	PP_005BEV2.1	dengue	HW099981	-:PAT	JP 2013502936-A/36: DENGUE VIRUS ASSAY
PP_005BEW0	PP_005BEW0.1	dengue	HW099982	-:PAT	JP 2013502936-A/37: DENGUE VIRUS ASSAY
PP_005BEXY	PP_005BEXY.1	dengue	HW099983	-:PAT	JP 2013502936-A/38: DENGUE VIRUS ASSAY
PP_005BEYW	PP_005BEYW.1	dengue	HW099984	-:PAT	JP 2013502936-A/39: DENGUE VIRUS ASSAY
PP_005BEZU	PP_005BEZU.1	dengue	HW099985	-:PAT	JP 2013502936-A/40: DENGUE VIRUS ASSAY
PP_005BF0S	PP_005BF0S.1	dengue	HW099986	-:PAT	JP 2013502936-A/41: DENGUE VIRUS ASSAY
PP_005BFFW	PP_005BFFW.1	dengue	HW424386	-:PAT	JP 2013542224-A/1: RECOMBINANT SUBUNIT DENGUE VIRUS VACCINE
PP_005BFGU	PP_005BFGU.1	dengue	HW424387	-:PAT	JP 2013542224-A/2: RECOMBINANT SUBUNIT DENGUE VIRUS VACCINE
PP_005BFHR	PP_005BFHR.1	dengue	HW424388	-:PAT	JP 2013542224-A/3: RECOMBINANT SUBUNIT DENGUE VIRUS VACCINE
PP_005BFJP	PP_005BFJP.1	dengue	HW424389	-:PAT	JP 2013542224-A/4: RECOMBINANT SUBUNIT DENGUE VIRUS VACCINE
PP_005BFQB	PP_005BFQB.1	dengue	HW663202	-:PAT	JP 2013212110-A/30: OLIGONUCLEOTIDE ANALOG AND METHOD FOR TREATING FLAVIVIRUS INFECTIONS
PP_005BFR9	PP_005BFR9.1	dengue	HW663203	-:PAT	JP 2013212110-A/31: OLIGONUCLEOTIDE ANALOG AND METHOD FOR TREATING FLAVIVIRUS INFECTIONS
PP_005BFS7	PP_005BFS7.1	dengue	HW822062	-:PAT	JP 2015500989-A/1: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005BFT5	PP_005BFT5.1	dengue	HW822063	-:PAT	JP 2015500989-A/2: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005BFU3	PP_005BFU3.1	dengue	HW822064	-:PAT	JP 2015500989-A/3: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005BFV1	PP_005BFV1.1	dengue	HW822065	-:PAT	JP 2015500989-A/4: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005BFWZ	PP_005BFWZ.1	dengue	HW828869	-:PAT	JP 2014502163-A/25: MGMT-based method for obtaining high yield of recombinant protein expression
PP_005BFXX	PP_005BFXX.1	dengue	HW828870	-:PAT	JP 2014502163-A/26: MGMT-based method for obtaining high yield of recombinant protein expression
PP_005BFYV	PP_005BFYV.1	dengue	HW828871	-:PAT	JP 2014502163-A/27: MGMT-based method for obtaining high yield of recombinant protein expression
PP_005BFZT	PP_005BFZT.1	dengue	HW940524	-:PAT	JP 2015508642-A/26: SIGNAL ENCODING AND DECODING IN MULTIPLEXED BIOCHEMICAL ASSAYS
PP_005BG0R	PP_005BG0R.1	dengue	HZ038019	-:PAT	JP 2015091247-A/33: ATTENUATED VIRUSES USEFUL FOR VACCINES
PP_005BG1P	PP_005BG1P.1	dengue	HZ099479	-:PAT	JP 2015514402-A/23: Modified oligonucleotides comprising thiol functions and the use of same for the detection of nucleic acids
PP_005BG2M	PP_005BG2M.1	dengue	HZ099480	-:PAT	JP 2015514402-A/24: Modified oligonucleotides comprising thiol functions and the use of same for the detection of nucleic acids
PP_005BG89	PP_005BG89.1	dengue	HZ783582	-:PAT	JP 2016041065-A/30: OLIGONUCLEOTIDE ANALOG AND METHOD FOR TREATING FLAVIVIRUS INFECTIONS
PP_005BG97	PP_005BG97.1	dengue	HZ783583	-:PAT	JP 2016041065-A/31: OLIGONUCLEOTIDE ANALOG AND METHOD FOR TREATING FLAVIVIRUS INFECTIONS
PP_005BGA5	PP_005BGA5.1	dengue	HZ784932	-:PAT	WO 2016038895-A/1: FLAVIVIRUS VIRUS LIKE PARTICLE
PP_005BGB3	PP_005BGB3.1	dengue	HZ784933	-:PAT	WO 2016038895-A/2: FLAVIVIRUS VIRUS LIKE PARTICLE
PP_005BHC0	PP_005BHC0.1	dengue	JA170830	-:PAT	Sequence 36 from Patent WO2011026139
PP_005BHDY	PP_005BHDY.1	dengue	JA170831	-:PAT	Sequence 37 from Patent WO2011026139
PP_005BHEW	PP_005BHEW.1	dengue	JA170832	-:PAT	Sequence 38 from Patent WO2011026139
PP_005BHFU	PP_005BHFU.1	dengue	JA170833	-:PAT	Sequence 39 from Patent WO2011026139
PP_005BHGS	PP_005BHGS.1	dengue	JA170834	-:PAT	Sequence 40 from Patent WO2011026139
PP_005BHHP	PP_005BHHP.1	dengue	JA170835	-:PAT	Sequence 41 from Patent WO2011026139
PP_005BHYT	PP_005BHYT.1	dengue	JA780227	-:PAT	Sequence 2 from Patent EP2428220
PP_005BHZR	PP_005BHZR.1	dengue	JA780229	-:PAT	Sequence 4 from Patent EP2428220
PP_005BJ4F	PP_005BJ4F.1	dengue	JB420586	-:PAT	Sequence 1 from Patent EP2589602
PP_005BJ5D	PP_005BJ5D.1	dengue	JB420587	-:PAT	Sequence 2 from Patent EP2589602
PP_005BJ6B	PP_005BJ6B.1	dengue	JB420588	-:PAT	Sequence 3 from Patent EP2589602
PP_005BJ79	PP_005BJ79.1	dengue	JB420589	-:PAT	Sequence 4 from Patent EP2589602
PP_005BJ87	PP_005BJ87.1	dengue	JB420590	-:PAT	Sequence 5 from Patent EP2589602
PP_005BJ95	PP_005BJ95.1	dengue	JC286000	-:PAT	Sequence 13 from Patent WO2012153153
PP_005BJDX	PP_005BJDX.1	dengue	JC286004	-:PAT	Sequence 17 from Patent WO2012153153
PP_005BJHN	PP_005BJHN.1	dengue	JC286008	-:PAT	Sequence 21 from Patent WO2012153153
PP_005BJME	PP_005BJME.1	dengue	JC286012	-:PAT	Sequence 25 from Patent WO2012153153
PP_005BJR6	PP_005BJR6.1	dengue	JC303433	-:PAT	Sequence 3 from Patent WO2013083847
PP_005BJS4	PP_005BJS4.1	dengue	JC303434	-:PAT	Sequence 4 from Patent WO2013083847
PP_005BJT2	PP_005BJT2.1	dengue	JC303435	-:PAT	Sequence 5 from Patent WO2013083847
PP_005BJU0	PP_005BJU0.1	dengue	JC303436	-:PAT	Sequence 6 from Patent WO2013083847
PP_005BJVY	PP_005BJVY.1	dengue	JC562941	-:PAT	Sequence 1 from Patent WO2014055746
PP_005BJWW	PP_005BJWW.1	dengue	JC562942	-:PAT	Sequence 2 from Patent WO2014055746
PP_005BJXU	PP_005BJXU.1	dengue	JC562943	-:PAT	Sequence 3 from Patent WO2014055746
PP_005BJYS	PP_005BJYS.1	dengue	JC562944	-:PAT	Sequence 4 from Patent WO2014055746
PP_005BJZQ	PP_005BJZQ.1	dengue	JE963510	-:PAT	Sequence 5 from Patent EP2897628
PP_005BK0N	PP_005BK0N.1	dengue	JE963511	-:PAT	Sequence 6 from Patent EP2897628
PP_005BK1L	PP_005BK1L.1	dengue	JE963512	-:PAT	Sequence 7 from Patent EP2897628
PP_005BK2J	PP_005BK2J.1	dengue	JE963513	-:PAT	Sequence 8 from Patent EP2897628
PP_005QX81	PP_005QX81.1	dengue	LF621694	-:PAT	JP 2015517649-A/1: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005QX9Z	PP_005QX9Z.1	dengue	LF621695	-:PAT	JP 2015517649-A/2: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005QXAX	PP_005QXAX.1	dengue	LF621696	-:PAT	JP 2015517649-A/3: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005QXBV	PP_005QXBV.1	dengue	LF621697	-:PAT	JP 2015517649-A/4: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005QXDR	PP_005QXDR.1	dengue	LF708864	-:PAT	JP 2016154543-A/25: MGMT-based method for obtaining high yield of recombinant protein expression
PP_005QXEP	PP_005QXEP.1	dengue	LF708865	-:PAT	JP 2016154543-A/26: MGMT-based method for obtaining high yield of recombinant protein expression
